title,country,variety,points,price
Schramsberg 2004 Brut Late Disgorged Blanc de Noir Pinot Noir (North Coast),US,Pinot Noir,94,95.0
Hightower 2013 Merlot (Red Mountain),US,Merlot,87,30.0
Hess 2014 19 Block Mountain Cuvée Red (Mount Veeder),US,Red Blend,90,45.0
Viña Cobos 2015 Bramare Marchiori Vineyard Chardonnay (Perdriel),Argentina,Chardonnay,90,46.0
Von Schleinitz 2014 Riesling (Mosel),Germany,Riesling,88,15.0
Il Poggione 2012  Brunello di Montalcino,Italy,Sangiovese,93,85.0
Domaine Rieflé-Landmann 2014 Steinert Grand Cru Riesling (Alsace),France,Riesling,93,32.0
Carmel 2007 Appellation Kosher Cabernet Franc (Upper Galilee),Israel,Cabernet Franc,86,24.0
Pope Valley Winery 2006 Bella Rosa Sangiovese (Napa Valley),US,Sangiovese,84,10.0
Apsara 2015 Kick Ranch Sauvignon Blanc (Sonoma County),US,Sauvignon Blanc,87,26.0
Pedroncelli 2015 East Side Vineyards Sauvignon Blanc (Dry Creek Valley),US,Sauvignon Blanc,87,15.0
Chatom Vineyards 2009 Syrah (Calaveras County),US,Syrah,85,23.0
Ackerman 2011 Cabernet Sauvignon (Coombsville),US,Cabernet Sauvignon,88,75.0
Altemasi NV Brut Chardonnay (Trento),Italy,Chardonnay,88,24.0
Terre Rouge 2011 Monarch Mine Vineyard Syrah (Sierra Foothills),US,Syrah,94,30.0
Ponzi 2008 Abetina Vineyard Pinot Noir (Willamette Valley),US,Pinot Noir,93,100.0
Trimbach 2015 Gewurztraminer (Alsace),France,Gewürztraminer,92,27.0
Le Salette 2010 Pergole Vece Riserva  (Amarone della Valpolicella Classico),Italy,Red Blend,90,151.0
Still Waters 2013 Chardonnay (Paso Robles),US,Chardonnay,85,22.0
The Lane NV Lois Blanc de Blancs  (Adelaide Hills),Australia,Champagne Blend,85,20.0
Sleight of Hand 2013 Levitation Syrah (Columbia Valley (WA)),US,Syrah,93,45.0
Highway 12 2006 Estate Syrah (Sonoma Valley),US,Syrah,84,28.0
Quinta da Lapa 2016 Nana Branco White (Tejo),Portugal,Portuguese White,84,17.0
Boekenhoutskloof 2010 The Wolftrap Viognier-Chenin Blanc-Grenache Blanc White (Western Cape),South Africa,White Blend,86,11.0
Château du Seuil 2008  Graves,France,Bordeaux-style Red Blend,89,25.0
Weingut Georg Albrecht Schneider 2015 Niersteiner Hipping Auslese Riesling (Rheinhessen),Germany,Riesling,90,15.0
Duckhorn 2014 Sauvignon Blanc (Napa Valley),US,Sauvignon Blanc,90,29.0
Main & Geary 2011 Pinot Grigio (California),US,Pinot Grigio,85,13.0
Château Roubine 2016 Inspire Rosé (Côtes de Provence),France,Rosé,93,40.0
Hanzell 2011 Sebella Chardonnay (Sonoma Valley),US,Chardonnay,89,36.0
Fullerton 2015 Lux Chardonnay (Willamette Valley),US,Chardonnay,93,55.0
Loredan Gasparini 2016  Asolo Prosecco Superiore,Italy,Glera,89,29.0
Gray Ghost 2016 Adieu Late Harvest Vidal (Virginia),US,Vidal,85,28.0
Tenuta degli Ultimi NV Sanguefreddo Extra Dry  (Valdobbiadene Prosecco Superiore),Italy,Glera,89,17.0
Boheme 2014 Taylor Ridge Vineyard Chardonnay (Sonoma Coast),US,Chardonnay,91,45.0
Podere Guado al Melo 2008 Bacco in Toscana Red (Toscana),Italy,Red Blend,84,10.0
Altamira 2010 Navigato Family Selection Red (Uco Valley),Argentina,Bordeaux-style Red Blend,92,25.0
Salvestrin 2011 LeBlanc Crystal Spring Vineyard Sauvignon Blanc (St. Helena),US,Sauvignon Blanc,88,24.0
Girardet 2011 Estate Grown Riesling (Umpqua Valley),US,Riesling,90,18.0
Samsara 2009 Larner Vineyard Grenache (Santa Ynez Valley),US,Grenache,88,36.0
Fleur de Lyeth 2010 Red (California),US,Bordeaux-style Red Blend,85,11.0
Babcock 2013 Déjà Vu Pinot Noir (Sta. Rita Hills),US,Pinot Noir,94,60.0
Oberon 2014 Sauvignon Blanc (Napa Valley),US,Sauvignon Blanc,88,18.0
Château d'Aqueria 2016  Tavel,France,Rosé,92,16.0
MommyJuice NV White (Central Coast),US,White Blend,84,10.0
J. Wilkes 2015 Chardonnay (Santa Maria Valley),US,Chardonnay,88,22.0
Etude 2012 Cabernet Sauvignon (St. Helena),US,Cabernet Sauvignon,92,115.0
S.A. Prüm 2014 Wehlener Sonnenuhr Auslese Grosse Lage Riesling (Mosel),Germany,Riesling,91,43.0
Torres 2008 Sangre de Toro Tempranillo (Catalunya),Spain,Tempranillo,85,12.0
Dr. H. Thanisch (Erben Müller-Burggraef) 2009 Bernkasteler Badstube Kabinett Riesling (Mosel),Germany,Riesling,90,22.0
Bodegas Virgen del Águila 2010 Circles Syrah & Garnacha Syrah-Grenache (Cariñena),Spain,Syrah-Grenache,80,10.0
Mazzocco 2006 Warm Springs Ranch Zinfandel (Dry Creek Valley),US,Zinfandel,82,32.0
Gérard Bertrand 2013 Château La Sauvageonne Grand Vin White (Coteaux du Languedoc),France,Rhône-style White Blend,89,45.0
Envy 2012 Rosé (Napa Valley),US,Rosé,85,28.0
Terra Valentine 2004 Yverdon Vineyard Cabernet Sauvignon (Spring Mountain District),US,Cabernet Sauvignon,93,70.0
Agricoltori del Chianti Geografico 2013  Chianti Colli Senesi,Italy,Red Blend,89,14.0
Whiplash 2013 Zinfandel (Lodi),US,Zinfandel,86,14.0
Pascual Toso NV Toso Brut Sparkling (Mendoza),Argentina,Sparkling Blend,82,10.0
Brandborg 2012 Riesling (Elkton Oregon),US,Riesling,88,16.0
La Rochelle 2007 Pinot Noir (Santa Cruz Mountains),US,Pinot Noir,86,38.0
Battaglio 2013 Serragrilli  (Barbaresco),Italy,Nebbiolo,87,90.0
Espaço Rural 2014 Bojador Branco White (Alentejano),Portugal,Portuguese White,86,14.0
Alma Rosa 2006 El Jabali Vineyard Chardonnay (Sta. Rita Hills),US,Chardonnay,88,33.0
Château de Rousse 2011 Cuvée Sélection  (Jurançon),France,Gros and Petit Manseng,90,24.0
Fairvalley 2015 Chenin Blanc (Western Cape),South Africa,Chenin Blanc,83,10.0
For a Song 2012 Petit Verdot (Columbia Valley (WA)),US,Petit Verdot,89,14.0
Lyeth 2009 Reserve Meritage (Sonoma County),US,Meritage,87,16.0
Craggy Range 2006 Te Muna Aroha Pinot Noir (Martinborough),New Zealand,Pinot Noir,89,70.0
Casado Morales 2011 EME Monovarietal Alavesa  (Rioja),Spain,Graciano,91,30.0
Sleight of Hand 2007 Archimage Red Red (Walla Walla Valley (WA)),US,Red Blend,91,40.0
Montes 2013 Limited Edition Sauvignon Blanc (Leyda Valley),Chile,Sauvignon Blanc,84,16.0
Gracianna 2010 Suzanne's Blend Chardonnay (Russian River Valley),US,Chardonnay,84,34.0
Quinta de Sant'Ana 2010 Tinto Red (Lisboa),Portugal,Portuguese Red,89,22.0
Cantina di Sorbara NV Il Duomo Amabile  (Lambrusco di Modena),Italy,Lambrusco,86,12.0
Château Léoville Barton 2011  Saint-Julien,France,Bordeaux-style Red Blend,95,115.0
Longoria 2010 Cuvée Diana Chardonnay (Sta. Rita Hills),US,Chardonnay,90,36.0
Viña Bisquertt 2010 Ecos de Rulo Single Vineyard El Chequén Estate Cabernet Sauvignon (Colchagua Valley),Chile,Cabernet Sauvignon,89,20.0
Domaine Houchart 2014 Tête de Cuvée Rosé (Côtes de Provence),France,Rosé,90,20.0
La Posta 2015 Pizzella Malbec (Mendoza),Argentina,Malbec,86,18.0
Château Roc de Minvielle 2015 Cuvée Les Tourelles  (Bordeaux),France,Bordeaux-style Red Blend,85,15.0
Fiuza 2015 Red (Tejo),Portugal,Tinta Miúda,87,14.0
Terre di San Venanzio Fortunato NV Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore),Italy,Glera,87,14.0
Thornton NV Millennium Cuvée  (California),US,Champagne Blend,91,21.0
Black Hills 2012 Nota Bene Red (Okanagan Valley),Canada,Bordeaux-style Red Blend,92,60.0
Kaiken 2006 Ultra Cabernet Sauvignon (Mendoza),Argentina,Cabernet Sauvignon,86,25.0
Amador Foothill Winery 2000 Hollander Vineyard Syrah (Sierra Foothills),US,Syrah,84,20.0
Sparkman 2011 Kingpin Cabernet Sauvignon (Red Mountain),US,Cabernet Sauvignon,93,62.0
Santa Rita 2011 Medalla Real Gran Reserva Carmenère (Colchagua Valley),Chile,Carmenère,87,20.0
Sequum 2013 Kidd Ranch Zinfandel (Napa Valley),US,Zinfandel,92,40.0
Girasole 2012 Chardonnay (Mendocino),US,Chardonnay,82,13.0
Kazmer & Blaise 2010 Primo's Hill Pinot Noir (Carneros),US,Pinot Noir,90,50.0
Vignerons de Bel Air 2011 Eté Intense  (Côte de Brouilly),France,Gamay,87,13.0
Cantina Valle Isarco 2014 Aristos Pinot Grigio (Alto Adige),Italy,Pinot Grigio,87,22.0
Château Mouton Rothschild 2011  Pauillac,France,Bordeaux-style Red Blend,95,600.0
Lamoreaux Landing 2014 Yellow Dog Vineyard Riesling (Finger Lakes),US,Riesling,87,20.0
Dry Creek Vineyard 2014 Heritage Vines Zinfandel (Dry Creek Valley),US,Zinfandel,90,22.0
Ancient Peaks 2013 Cabernet Sauvignon (Santa Margarita Ranch),US,Cabernet Sauvignon,90,18.0
Lundeen 2013 Juliard Vineyard Old Vine Riesling (Dundee Hills),US,Riesling,90,24.0
Bodegas Faustino 2009 Faustino VII  (Rioja),Spain,Tempranillo,87,11.0
Bogle 2008 Riesling (California),US,Riesling,88,9.0
Gård 2006 Lawrence Vineyards Cabernet Sauvignon (Columbia Valley (WA)),US,Cabernet Sauvignon,87,32.0
Weszeli 2016 Ried Loiserberg Riesling (Kamptal),Austria,Riesling,90,27.0
Dão Sul 2008 Monte da Cal Reserva Red (Alentejano),Portugal,Portuguese Red,90,20.0
Sidebar 2015 Sauvignon Blanc (High Valley),US,Sauvignon Blanc,90,20.0
DeTierra Vineyards 2012 Mesa del Sol Vineyard Syrah (Arroyo Seco),US,Syrah,92,28.0
Monte da Penha 2005 Reserva Red (Alentejo),Portugal,Portuguese Red,87,28.0
For a Song 2011 Olsen Vineyards Petit Verdot (Columbia Valley (WA)),US,Petit Verdot,85,20.0
Suacci Carciere Wines 2006 Heintz Vineyard Chardonnay (Russian River Valley),US,Chardonnay,90,45.0
Fenestra 2006 Sauvignon Blanc (Livermore Valley),US,Sauvignon Blanc,90,16.0
Casa Julia 2002 Merlot (Rapel Valley),Chile,Merlot,85,8.0
Soquel Vineyards 2015 Partners' Reserve Nelson Vineyard Chardonnay (Santa Cruz Mountains),US,Chardonnay,89,28.0
Campos de Luz 2010 Chardonnay-Viura-Muscat White (Cariñena),Spain,White Blend,83,11.0
Jasper Hill 2005 Emily's Paddock Shiraz-Cabernet Franc Shiraz (Heathcote),Australia,Shiraz,91,125.0
Sevilen 2007 Premium Tepe Vineyard Syrah-Merlot (Aegean),Turkey,Syrah-Merlot,90,30.0
